id,product_name,category,cost_price,selling_price,discount_pct,units_sold,current_stock,reorder_level,lead_time_days,holding_cost,supplier_reliability,season,festival,margin_pct,revenue,profit,investment,month,year,day,day_of_week,week,quarter,is_weekend,is_festival,price_ratio,stock_buffer,date,shop_name,location,region
986,Vegetable Seeds Packet,Agriculture,28,45,10,104,320,13,7,0.42,0.92,Winter,Christmas,60.71,4212.0,1300.0,2912,12,2024,4,4,1,4,0,1,1.607,307,2024-12-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
987,Diya Set 12pc,FMCG,38,65,0,6,71,10,7,0.57,0.95,Rainy,None,71.05,390.0,162.0,228,6,2023,26,5,4,2,1,0,1.711,61,2023-06-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
988,Classmate Notebook 200pg,Stationery,48,65,2,121,279,32,3,0.72,0.75,Rainy,Janmashtami,35.42,7707.7,1899.7,5808,8,2024,12,5,2,3,1,1,1.354,247,2024-08-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
989,Eno Sachet 6pc,FMCG,28,38,5,68,201,17,1,0.42,0.8,Autumn,Ganesh Chaturthi,35.71,2454.8,550.8,1904,9,2023,21,0,3,3,0,1,1.357,184,2023-09-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
990,Paneer 200g,Grocery,85,105,10,57,322,20,5,1.27,0.98,Winter,Republic Day,23.53,5386.5,541.5,4845,1,2024,15,1,3,1,0,1,1.235,302,2024-01-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
991,Stapler Small,Stationery,45,65,0,22,120,10,3,0.67,0.95,Rainy,None,44.44,1430.0,440.0,990,6,2024,6,6,1,2,1,0,1.444,110,2024-06-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
992,Garden Pump Sprayer 1L,Agriculture,145,210,0,14,299,10,1,2.17,0.95,Winter,None,44.83,2940.0,910.0,2030,11,2024,16,2,3,4,0,0,1.448,289,2024-11-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
993,Frooti 200ml,FMCG,12,15,0,250,220,114,3,0.18,0.95,Winter,None,25.0,3750.0,750.0,3000,2,2023,13,6,2,1,1,0,1.25,106,2023-02-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
994,Vim Bar 200g,FMCG,25,32,0,76,163,27,2,0.38,0.98,Summer,None,28.0,2432.0,532.0,1900,4,2024,4,4,1,2,0,0,1.28,136,2024-04-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
995,Stapler Small,Stationery,45,65,0,27,157,10,3,0.67,0.8,Summer,Labour Day,44.44,1755.0,540.0,1215,5,2023,25,4,4,2,0,1,1.444,147,2023-05-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
996,Eno Sachet 6pc,FMCG,28,38,0,40,187,22,3,0.42,0.7,Summer,Labour Day,35.71,1520.0,400.0,1120,5,2023,22,1,4,2,0,1,1.357,165,2023-05-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
997,Coriander Powder 100g,Grocery,22,32,0,37,335,14,5,0.33,0.88,Summer,None,45.45,1184.0,370.0,814,4,2023,13,6,2,2,1,0,1.455,321,2023-04-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
998,Thums Up 600ml,FMCG,38,45,0,212,121,82,4,0.57,0.92,Winter,None,18.42,9540.0,1484.0,8056,1,2024,9,2,2,1,0,0,1.184,39,2024-01-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
999,Camphor Tablets 25g,FMCG,28,40,0,48,136,17,3,0.42,0.85,Autumn,Navratri,42.86,1920.0,576.0,1344,10,2024,2,2,1,4,0,1,1.429,119,2024-10-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1000,Register A4 100pg,Stationery,35,50,0,29,232,13,1,0.53,0.88,Summer,Baisakhi,42.86,1450.0,435.0,1015,4,2023,15,1,3,2,0,1,1.429,219,2023-04-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1001,LED Bulb 9W Philips,Electronics,95,130,0,27,238,12,3,1.43,0.85,Summer,Labour Day,36.84,3510.0,945.0,2565,5,2023,15,1,3,2,0,1,1.368,226,2023-05-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1002,Rajma 500g,Grocery,65,82,0,29,333,10,2,0.97,0.92,Rainy,None,26.15,2378.0,493.0,1885,7,2024,6,6,1,3,1,0,1.262,323,2024-07-06,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1003,Sunsilk Shampoo 80ml,FMCG,58,75,0,41,224,15,3,0.87,0.75,Summer,None,29.31,3075.0,697.0,2378,4,2023,25,4,4,2,0,0,1.293,209,2023-04-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1004,Tape Roll,Stationery,18,28,2,30,59,14,3,0.27,0.75,Autumn,Navratri,55.56,823.2,283.2,540,9,2024,4,4,1,3,0,1,1.556,45,2024-09-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1005,Refined Oil Soya 5L,Grocery,580,680,5,80,247,21,3,8.7,0.92,Autumn,Diwali,17.24,51680.0,5280.0,46400,10,2024,25,4,4,4,0,1,1.172,226,2024-10-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1006,Kurkure 65g,FMCG,18,25,0,263,276,68,1,0.27,0.75,Rainy,None,38.89,6575.0,1841.0,4734,6,2024,1,1,1,2,0,0,1.389,208,2024-06-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1007,Dupatta Plain,Fashion,95,150,0,20,108,10,2,1.43,0.9,Autumn,None,57.89,3000.0,1100.0,1900,10,2024,19,5,3,4,1,0,1.579,98,2024-10-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1008,Kurta Men Cotton,Fashion,195,320,0,16,183,10,3,2.92,0.92,Winter,None,64.1,5120.0,2000.0,3120,12,2023,26,5,4,4,1,0,1.641,173,2023-12-26,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1009,Vicks 10g,FMCG,35,48,0,47,216,17,5,0.53,0.92,Rainy,None,37.14,2256.0,611.0,1645,6,2024,1,1,1,2,0,0,1.371,199,2024-06-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1010,Surf Excel 1kg,FMCG,130,165,2,65,235,25,7,1.95,0.9,Rainy,None,26.92,10510.5,2060.5,8450,8,2023,22,1,4,3,0,0,1.269,210,2023-08-22,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1011,Haldirams Mixture 400g,FMCG,110,148,0,64,61,32,3,1.65,0.85,Summer,None,34.55,9472.0,2432.0,7040,3,2023,14,0,2,1,0,0,1.345,29,2023-03-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1012,Salt Tata 1kg,Grocery,18,22,0,88,300,32,3,0.27,0.98,Autumn,Navratri,22.22,1936.0,352.0,1584,10,2024,28,0,4,4,0,1,1.222,268,2024-10-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1013,Paneer 200g,Grocery,85,105,0,39,163,19,4,1.27,0.7,Rainy,None,23.53,4095.0,780.0,3315,6,2023,1,1,1,2,0,0,1.235,144,2023-06-01,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1014,Hajmola 100 Tabs,FMCG,45,60,5,64,17,20,3,0.67,0.98,Winter,Chhath Puja,33.33,3648.0,768.0,2880,11,2024,13,6,2,4,1,1,1.333,-3,2024-11-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1015,Maggi Noodles 4-Pack,FMCG,52,65,0,105,221,41,3,0.78,0.75,Summer,Labour Day,25.0,6825.0,1365.0,5460,5,2023,27,6,4,2,1,1,1.25,180,2023-05-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1016,Banyan Vest Cotton,Fashion,75,110,0,24,25,11,2,1.12,0.92,Winter,New Year,46.67,2640.0,840.0,1800,12,2023,13,6,2,4,1,1,1.467,14,2023-12-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1017,Harpic 500ml,FMCG,75,98,10,25,344,15,7,1.12,0.8,Winter,Makar Sankranti,30.67,2205.0,330.0,1875,1,2023,3,3,1,1,0,1,1.307,329,2023-01-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1018,Eveready Battery AA 4pc,Electronics,55,75,0,49,230,17,3,0.82,0.98,Rainy,Janmashtami,36.36,3675.0,980.0,2695,8,2024,13,6,2,3,1,1,1.364,213,2024-08-13,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1019,Dry Coconut 200g,Grocery,95,125,0,27,341,13,2,1.43,0.9,Rainy,Independence Day,31.58,3375.0,810.0,2565,8,2024,9,2,2,3,0,1,1.316,328,2024-08-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1020,Mustard Oil 1L,Grocery,155,185,0,100,333,28,3,2.32,0.8,Winter,New Year,19.35,18500.0,3000.0,15500,12,2024,24,3,4,4,0,1,1.194,305,2024-12-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1021,Haldirams Namkeen 200g,FMCG,55,75,2,85,297,35,7,0.82,0.98,Summer,Baisakhi,36.36,6247.5,1572.5,4675,4,2024,10,3,2,2,0,1,1.364,262,2024-04-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1022,Phone Charging Cable,Electronics,65,100,10,37,297,11,4,0.97,0.98,Winter,Children's Day,53.85,3330.0,925.0,2405,11,2024,25,4,4,4,0,1,1.538,286,2024-11-25,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1023,Toor Dal 1kg,Grocery,130,155,0,102,347,28,3,1.95,0.98,Summer,None,19.23,15810.0,2550.0,13260,4,2023,27,6,4,2,1,0,1.192,319,2023-04-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1024,Glucon-D 200g,FMCG,55,72,0,53,159,28,1,0.82,0.8,Rainy,None,30.91,3816.0,901.0,2915,7,2023,23,2,4,3,0,0,1.309,131,2023-07-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1025,Urea Fertilizer 1kg,Agriculture,35,50,0,32,40,14,3,0.53,0.7,Autumn,Navratri,42.86,1600.0,480.0,1120,10,2023,7,0,1,4,0,1,1.429,26,2023-10-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1026,Vim Bar 200g,FMCG,25,32,0,49,90,21,2,0.38,0.85,Rainy,None,28.0,1568.0,343.0,1225,7,2023,3,3,1,3,0,0,1.28,69,2023-07-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1027,Vicks 10g,FMCG,35,48,2,24,235,18,3,0.53,0.88,Summer,Labour Day,37.14,1128.96,288.96,840,5,2023,16,2,3,2,0,1,1.371,217,2023-05-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1028,Hajmola 100 Tabs,FMCG,45,60,0,66,106,23,7,0.67,0.95,Winter,None,33.33,3960.0,990.0,2970,2,2023,15,1,3,1,0,0,1.333,83,2023-02-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1029,Lay's Chips 26g,FMCG,15,20,0,231,64,86,4,0.22,0.98,Rainy,None,33.33,4620.0,1155.0,3465,6,2023,3,3,1,2,0,0,1.333,-22,2023-06-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1030,Eveready Battery AA 4pc,Electronics,55,75,5,36,195,20,3,0.82,0.9,Summer,Baisakhi,36.36,2565.0,585.0,1980,4,2024,18,4,3,2,0,1,1.364,175,2024-04-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1031,Atta Aashirvaad 10kg,Grocery,330,390,0,100,207,31,1,4.95,0.7,Autumn,Navratri,18.18,39000.0,6000.0,33000,10,2024,11,4,2,4,0,1,1.182,176,2024-10-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1032,Sooji 500g,Grocery,24,32,0,55,205,18,1,0.36,0.9,Winter,None,33.33,1760.0,440.0,1320,12,2024,7,0,1,4,0,0,1.333,187,2024-12-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1033,Dupatta Plain,Fashion,95,150,5,17,313,10,2,1.43,0.8,Summer,None,57.89,2422.5,807.5,1615,4,2023,9,2,2,2,0,0,1.579,303,2023-04-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1034,Frooti 200ml,FMCG,12,15,8,174,326,94,2,0.18,0.9,Rainy,Janmashtami,25.0,2401.2,313.2,2088,8,2023,4,4,1,3,0,1,1.25,232,2023-08-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1035,Lux Soap 75g,FMCG,32,42,2,74,240,22,3,0.48,0.75,Autumn,Navratri,31.25,3045.84,677.84,2368,9,2023,3,3,1,3,0,1,1.312,218,2023-09-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1036,Parle-G 800g,FMCG,45,58,0,206,236,38,5,0.67,0.98,Rainy,None,28.89,11948.0,2678.0,9270,6,2024,21,0,3,2,0,0,1.289,198,2024-06-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1037,Camphor Tablets 25g,FMCG,28,40,0,40,193,13,3,0.42,0.92,Rainy,None,42.86,1600.0,480.0,1120,8,2024,12,5,2,3,1,0,1.429,180,2024-08-12,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1038,Refined Oil Soya 5L,Grocery,580,680,5,39,90,19,3,8.7,0.85,Rainy,Independence Day,17.24,25194.0,2574.0,22620,8,2023,5,5,1,3,1,1,1.172,71,2023-08-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1039,Neem Pesticide 100ml,Agriculture,65,95,0,26,109,10,3,0.97,0.8,Winter,None,46.15,2470.0,780.0,1690,12,2024,8,1,2,4,0,0,1.462,99,2024-12-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1040,Camphor Tablets 25g,FMCG,28,40,2,45,197,11,2,0.42,0.75,Summer,None,42.86,1764.0,504.0,1260,5,2024,24,3,4,2,0,0,1.429,186,2024-05-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1041,Besan 500g,Grocery,38,48,0,149,156,19,1,0.57,0.92,Autumn,Diwali,26.32,7152.0,1490.0,5662,10,2024,28,0,4,4,0,1,1.263,137,2024-10-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1042,Vim Bar 200g,FMCG,25,32,5,63,139,19,1,0.38,0.8,Winter,Republic Day,28.0,1915.2,340.2,1575,1,2024,15,1,3,1,0,1,1.28,120,2024-01-15,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1043,Basmati Rice 5kg,Grocery,280,340,0,141,237,29,5,4.2,0.7,Winter,Christmas,21.43,47940.0,8460.0,39480,12,2023,18,4,3,4,0,1,1.214,208,2023-12-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1044,Kurta Men Cotton,Fashion,195,320,0,21,80,10,4,2.92,0.88,Rainy,None,64.1,6720.0,2625.0,4095,6,2024,4,4,1,2,0,0,1.641,70,2024-06-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1045,Good Day Biscuit 250g,FMCG,28,38,2,99,55,28,4,0.42,0.88,Winter,Christmas,35.71,3686.76,914.76,2772,12,2023,7,0,1,4,0,1,1.357,27,2023-12-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1046,Vegetable Seeds Packet,Agriculture,28,45,0,102,232,12,1,0.42,0.8,Winter,Republic Day,60.71,4590.0,1734.0,2856,1,2024,28,0,4,1,0,1,1.607,220,2024-01-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1047,Dettol 250ml,FMCG,68,88,5,36,38,15,3,1.02,0.75,Winter,New Year,29.41,3009.6,561.6,2448,12,2023,7,0,1,4,0,1,1.294,23,2023-12-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1048,Apsara Pencil 10pc,Stationery,15,22,5,83,49,34,3,0.22,0.88,Winter,Valentine's Day,46.67,1734.7,489.7,1245,2,2024,2,2,1,1,0,1,1.467,15,2024-02-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1049,Phone Charging Cable,Electronics,65,100,0,45,124,13,1,0.97,0.7,Summer,Labour Day,53.85,4500.0,1575.0,2925,5,2024,10,3,2,2,0,1,1.538,111,2024-05-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1050,Dettol 250ml,FMCG,68,88,5,77,185,16,2,1.02,0.9,Rainy,None,29.41,6437.2,1201.2,5236,6,2024,14,0,2,2,0,0,1.294,169,2024-06-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1051,Agarbatti Pack 20pc,FMCG,25,35,10,44,253,23,2,0.38,0.85,Winter,New Year,40.0,1386.0,286.0,1100,12,2024,2,2,1,4,0,1,1.4,230,2024-12-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1052,Stapler Small,Stationery,45,65,0,24,241,10,2,0.67,0.95,Winter,Children's Day,44.44,1560.0,480.0,1080,11,2024,4,4,1,4,0,1,1.444,231,2024-11-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1053,Garden Pump Sprayer 1L,Agriculture,145,210,0,35,120,10,7,2.17,0.95,Rainy,None,44.83,7350.0,2275.0,5075,7,2024,11,4,2,3,0,0,1.448,110,2024-07-11,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1054,Camphor Tablets 25g,FMCG,28,40,0,33,344,13,3,0.42,0.95,Rainy,None,42.86,1320.0,396.0,924,6,2023,5,5,1,2,1,0,1.429,331,2023-06-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1055,Extension Cord 5m,Electronics,175,240,0,14,225,10,5,2.62,0.9,Autumn,Ganesh Chaturthi,37.14,3360.0,910.0,2450,9,2023,24,3,4,3,0,1,1.371,215,2023-09-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1056,Hide & Seek 100g,FMCG,32,45,0,54,60,22,3,0.48,0.95,Autumn,Navratri,40.62,2430.0,702.0,1728,9,2023,4,4,1,3,0,1,1.406,38,2023-09-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1057,Sooji 500g,Grocery,24,32,2,37,52,15,3,0.36,0.85,Autumn,Ganesh Chaturthi,33.33,1160.32,272.32,888,9,2024,5,5,1,3,1,1,1.333,37,2024-09-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1058,Hide & Seek 100g,FMCG,32,45,2,57,217,23,3,0.48,0.88,Winter,Chhath Puja,40.62,2513.7,689.7,1824,11,2023,4,4,1,4,0,1,1.406,194,2023-11-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1059,Kurta Men Cotton,Fashion,195,320,0,15,89,10,2,2.92,0.92,Rainy,None,64.1,4800.0,1875.0,2925,6,2023,7,0,1,2,0,0,1.641,79,2023-06-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1060,Eveready Battery AA 4pc,Electronics,55,75,0,58,83,17,5,0.82,0.92,Winter,Republic Day,36.36,4350.0,1160.0,3190,1,2024,2,2,1,1,0,1,1.364,66,2024-01-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1061,All Out Refill,FMCG,88,115,0,85,328,13,1,1.32,0.75,Rainy,None,30.68,9775.0,2295.0,7480,6,2023,10,3,2,2,0,0,1.307,315,2023-06-10,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1062,Haldirams Namkeen 200g,FMCG,55,75,10,75,21,46,2,0.82,0.9,Autumn,Ganesh Chaturthi,36.36,5062.5,937.5,4125,9,2023,2,2,1,3,0,1,1.364,-25,2023-09-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1063,Daliya 500g,Grocery,28,38,5,33,69,10,4,0.42,0.8,Autumn,Navratri,35.71,1191.3,267.3,924,9,2023,16,2,3,3,0,1,1.357,59,2023-09-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1064,Maggi Noodles 4-Pack,FMCG,52,65,0,122,246,40,2,0.78,0.75,Summer,Holi,25.0,7930.0,1586.0,6344,3,2024,19,5,3,1,1,1,1.25,206,2024-03-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1065,Limca 600ml,FMCG,35,42,0,99,297,57,3,0.53,0.9,Rainy,None,20.0,4158.0,693.0,3465,7,2023,18,4,3,3,0,0,1.2,240,2023-07-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1066,Eveready Battery D 2pc,Electronics,65,90,2,33,21,10,7,0.97,0.7,Summer,Labour Day,38.46,2910.6,765.6,2145,5,2024,16,2,3,2,0,1,1.385,11,2024-05-16,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1067,Eraser Apsara,Stationery,4,7,0,68,125,25,7,0.06,0.9,Winter,None,75.0,476.0,204.0,272,1,2024,24,3,4,1,0,0,1.75,100,2024-01-24,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1068,Maaza 250ml,FMCG,18,22,0,189,50,62,3,0.27,0.98,Autumn,Dussehra,22.22,4158.0,756.0,3402,10,2023,18,4,3,4,0,1,1.222,-12,2023-10-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1069,Refined Oil Soya 5L,Grocery,580,680,0,53,96,18,3,8.7,0.8,Rainy,None,17.24,36040.0,5300.0,30740,7,2024,8,1,2,3,0,0,1.172,78,2024-07-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1070,All Out Refill,FMCG,88,115,0,38,55,18,3,1.32,0.7,Winter,Valentine's Day,30.68,4370.0,1026.0,3344,2,2023,7,0,1,1,0,1,1.307,37,2023-02-07,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1071,Refined Oil Soya 5L,Grocery,580,680,0,60,92,20,3,8.7,0.85,Summer,None,17.24,40800.0,6000.0,34800,4,2024,5,5,1,2,1,0,1.172,72,2024-04-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1072,Salwar Suit Cotton,Fashion,280,450,0,18,169,10,1,4.2,0.98,Autumn,Dussehra,60.71,8100.0,3060.0,5040,10,2024,18,4,3,4,0,1,1.607,159,2024-10-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1073,Coriander Powder 100g,Grocery,22,32,0,48,236,21,1,0.33,0.75,Winter,Valentine's Day,45.45,1536.0,480.0,1056,2,2023,8,1,2,1,0,1,1.455,215,2023-02-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1074,Basmati Rice 5kg,Grocery,280,340,0,120,203,36,3,4.2,0.88,Summer,None,21.43,40800.0,7200.0,33600,5,2023,23,2,4,2,0,0,1.214,167,2023-05-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1075,Maida 1kg,Grocery,32,40,2,40,325,20,2,0.48,0.7,Autumn,Navratri,25.0,1568.0,288.0,1280,10,2024,20,6,3,4,1,1,1.25,305,2024-10-20,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1076,Dettol 250ml,FMCG,68,88,0,34,213,19,1,1.02,0.92,Summer,None,29.41,2992.0,680.0,2312,5,2023,3,3,1,2,0,0,1.294,194,2023-05-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1077,Rajma 500g,Grocery,65,82,0,33,106,15,3,0.97,0.8,Summer,Holi,26.15,2706.0,561.0,2145,3,2023,27,6,4,1,1,1,1.262,91,2023-03-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1078,Tea Brooke Bond 500g,Grocery,175,215,5,59,15,28,2,2.62,0.88,Autumn,Navratri,22.86,12050.75,1725.75,10325,9,2023,28,0,4,3,0,1,1.229,-13,2023-09-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1079,DAP Fertilizer 1kg,Agriculture,55,75,0,28,77,10,3,0.82,0.7,Winter,Chhath Puja,36.36,2100.0,560.0,1540,11,2024,27,6,4,4,1,1,1.364,67,2024-11-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1080,Eveready Battery D 2pc,Electronics,65,90,0,28,97,13,3,0.97,0.88,Summer,Labour Day,38.46,2520.0,700.0,1820,5,2024,4,4,1,2,0,1,1.385,84,2024-05-04,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1081,Refined Oil Soya 5L,Grocery,580,680,0,48,27,20,2,8.7,0.92,Summer,Baisakhi,17.24,32640.0,4800.0,27840,4,2023,8,1,2,2,0,1,1.172,7,2023-04-08,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1082,Vicks 10g,FMCG,35,48,0,42,158,13,5,0.53,0.9,Autumn,Dussehra,37.14,2016.0,546.0,1470,10,2023,21,0,3,4,0,1,1.371,145,2023-10-21,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1083,Urea Fertilizer 1kg,Agriculture,35,50,0,39,128,17,3,0.53,0.85,Winter,Makar Sankranti,42.86,1950.0,585.0,1365,1,2024,2,2,1,1,0,1,1.429,111,2024-01-02,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1084,Salwar Suit Cotton,Fashion,280,450,0,9,180,10,5,4.2,0.9,Winter,Republic Day,60.71,4050.0,1530.0,2520,1,2023,18,4,3,1,0,1,1.607,170,2023-01-18,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1085,Vim Bar 200g,FMCG,25,32,0,72,75,24,3,0.38,0.75,Summer,Labour Day,28.0,2304.0,504.0,1800,5,2024,28,0,4,2,0,1,1.28,51,2024-05-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1086,Lux Soap 75g,FMCG,32,42,2,107,55,25,5,0.48,0.88,Winter,Lohri,31.25,4404.12,980.12,3424,1,2024,19,5,3,1,1,1,1.312,30,2024-01-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1087,Colgate 200g,FMCG,82,100,0,46,96,27,5,1.23,0.9,Rainy,None,21.95,4600.0,828.0,3772,8,2023,23,2,4,3,0,0,1.22,69,2023-08-23,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1088,Camphor Tablets 25g,FMCG,28,40,0,38,279,14,7,0.42,0.85,Winter,None,42.86,1520.0,456.0,1064,12,2023,5,5,1,4,1,0,1.429,265,2023-12-05,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1089,Besan 500g,Grocery,38,48,0,69,263,17,3,0.57,0.9,Winter,None,26.32,3312.0,690.0,2622,11,2024,14,0,2,4,0,0,1.263,246,2024-11-14,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1090,Scale 30cm,Stationery,8,12,0,37,286,15,2,0.12,0.92,Autumn,Diwali,50.0,444.0,148.0,296,10,2024,9,2,2,4,0,1,1.5,271,2024-10-09,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1091,Toor Dal 1kg,Grocery,130,155,15,62,31,32,4,1.95,0.9,Summer,Labour Day,19.23,8168.5,108.5,8060,5,2023,28,0,4,2,0,1,1.192,-1,2023-05-28,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1092,Tea Brooke Bond 500g,Grocery,175,215,5,94,60,36,7,2.62,0.98,Winter,Chhath Puja,22.86,19199.5,2749.5,16450,11,2023,3,3,1,4,0,1,1.229,24,2023-11-03,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1093,Urea Fertilizer 1kg,Agriculture,35,50,0,127,288,15,3,0.53,0.7,Summer,Labour Day,42.86,6350.0,1905.0,4445,5,2024,27,6,4,2,1,1,1.429,273,2024-05-27,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
1094,Masoor Dal 500g,Grocery,60,78,5,30,291,12,2,0.9,0.7,Summer,Labour Day,30.0,2223.0,423.0,1800,5,2023,19,5,3,2,1,1,1.3,279,2023-05-19,Ramesh General Store,"Bhopal, Madhya Pradesh",Central India
